,True Positives,False Positives,True Negatives,False Negatives,True Positive Rate,False Positive Rate,Precision,True Negative Rate,F1-Score,AUC Score,Accuracy,Improved CV Score Mean
kidney_tumor_resnet_model.pth,2282.0,3.0,2295.0,1.0,0.9996,0.0013,0.9987,0.9987,0.9991,1.0,0.9991,0.8624770196683261
